date,store,city,category,channel,units_sold,revenue_sar,returns_units,foot_traffic,csat
2025-01-07,Khobar-Rakah,Khobar,Groceries,In-Store,31,1435.98,1,467.0,4.39
2025-01-07,Khobar-Rakah,Khobar,Groceries,Online,4,175.01,0,,3.1
2025-01-08,Khobar-Rakah,Khobar,Electronics,In-Store,34,29783.91,0,487.0,4.62
2025-01-08,Khobar-Rakah,Khobar,Electronics,Online,3,2409.56,0,,3.98
2025-01-08,Khobar-Rakah,Khobar,Apparel,In-Store,25,3442.09,0,487.0,4.15
2025-01-08,Khobar-Rakah,Khobar,Apparel,Online,4,545.56,0,,2.93
2025-01-08,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,25,5392.4,1,487.0,4.17
2025-01-08,Khobar-Rakah,Khobar,Home & Kitchen,Online,5,995.56,0,,3.33
2025-01-08,Khobar-Rakah,Khobar,Beauty,In-Store,32,2982.07,1,487.0,4.28
2025-01-08,Khobar-Rakah,Khobar,Beauty,Online,3,301.7,0,,3.73
2025-01-08,Khobar-Rakah,Khobar,Groceries,In-Store,32,1514.7,1,487.0,4.1
2025-01-08,Khobar-Rakah,Khobar,Groceries,Online,3,121.79,0,,3.51
2025-01-09,Khobar-Rakah,Khobar,Electronics,In-Store,27,23869.66,0,428.0,3.92
2025-01-09,Khobar-Rakah,Khobar,Electronics,Online,4,3187.68,0,,4.02
2025-01-09,Khobar-Rakah,Khobar,Apparel,In-Store,22,3352.98,0,428.0,4.73
2025-01-09,Khobar-Rakah,Khobar,Apparel,Online,4,559.72,0,,4.13
2025-01-09,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,19,3804.43,0,428.0,4.1
2025-01-09,Khobar-Rakah,Khobar,Home & Kitchen,Online,3,588.47,0,,4.0
2025-01-09,Khobar-Rakah,Khobar,Beauty,In-Store,21,2111.63,0,428.0,4.5
2025-01-09,Khobar-Rakah,Khobar,Beauty,Online,4,368.47,0,,3.53
2025-01-09,Khobar-Rakah,Khobar,Groceries,In-Store,19,786.55,0,428.0,4.81
2025-01-09,Khobar-Rakah,Khobar,Groceries,Online,5,225.88,0,,3.78
2025-01-10,Khobar-Rakah,Khobar,Electronics,In-Store,27,22380.95,0,662.0,3.98
2025-01-10,Khobar-Rakah,Khobar,Electronics,Online,7,6470.85,0,,3.28
2025-01-10,Khobar-Rakah,Khobar,Apparel,In-Store,30,4091.89,1,662.0,3.67
2025-01-10,Khobar-Rakah,Khobar,Apparel,Online,4,567.95,0,,3.63
2025-01-10,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,39,8299.01,1,662.0,3.91
2025-01-10,Khobar-Rakah,Khobar,Home & Kitchen,Online,8,1637.16,0,,3.88
2025-01-10,Khobar-Rakah,Khobar,Beauty,In-Store,28,2601.98,1,662.0,4.38
2025-01-10,Khobar-Rakah,Khobar,Beauty,Online,5,475.07,0,,4.17
2025-01-10,Khobar-Rakah,Khobar,Groceries,In-Store,35,1439.41,2,662.0,4.43
2025-01-10,Khobar-Rakah,Khobar,Groceries,Online,5,203.85,0,,3.77
2025-01-11,Khobar-Rakah,Khobar,Electronics,In-Store,41,33885.47,0,628.0,4.01
2025-01-11,Khobar-Rakah,Khobar,Electronics,Online,7,5795.92,0,,3.56
2025-01-11,Khobar-Rakah,Khobar,Apparel,In-Store,42,5807.81,1,628.0,3.78
2025-01-11,Khobar-Rakah,Khobar,Apparel,Online,6,898.23,0,,3.52
2025-01-11,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,44,9827.52,2,628.0,3.84
2025-01-11,Khobar-Rakah,Khobar,Home & Kitchen,Online,4,857.0,0,,3.85
2025-01-11,Khobar-Rakah,Khobar,Beauty,In-Store,41,3818.11,1,628.0,3.35
2025-01-11,Khobar-Rakah,Khobar,Beauty,Online,8,785.01,0,,4.24
2025-01-11,Khobar-Rakah,Khobar,Groceries,In-Store,42,1753.35,1,628.0,4.48
2025-01-11,Khobar-Rakah,Khobar,Groceries,Online,7,333.04,0,,3.95
2025-01-12,Khobar-Rakah,Khobar,Electronics,In-Store,35,27611.34,0,480.0,5.0
2025-01-12,Khobar-Rakah,Khobar,Electronics,Online,3,2574.91,0,,2.45
2025-01-12,Khobar-Rakah,Khobar,Apparel,In-Store,21,2727.31,1,480.0,4.44
2025-01-12,Khobar-Rakah,Khobar,Apparel,Online,4,532.58,0,,3.6
2025-01-12,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,20,4044.21,0,480.0,3.89
2025-01-12,Khobar-Rakah,Khobar,Home & Kitchen,Online,3,585.59,0,,3.85
2025-01-12,Khobar-Rakah,Khobar,Beauty,In-Store,33,3320.33,0,480.0,3.63
2025-01-12,Khobar-Rakah,Khobar,Beauty,Online,5,474.38,0,,3.28
2025-01-12,Khobar-Rakah,Khobar,Groceries,In-Store,33,1420.75,0,480.0,4.37
2025-01-12,Khobar-Rakah,Khobar,Groceries,Online,5,224.18,0,,3.9
2025-01-13,Khobar-Rakah,Khobar,Electronics,In-Store,19,15535.23,0,465.0,4.92
2025-01-13,Khobar-Rakah,Khobar,Electronics,Online,4,3422.74,0,,3.5
2025-01-13,Khobar-Rakah,Khobar,Apparel,In-Store,24,3130.5,1,465.0,4.11
2025-01-13,Khobar-Rakah,Khobar,Apparel,Online,4,585.89,0,,3.28
2025-01-13,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,15,3127.04,0,465.0,3.7
2025-01-13,Khobar-Rakah,Khobar,Home & Kitchen,Online,5,1141.02,0,,3.34
2025-01-13,Khobar-Rakah,Khobar,Beauty,In-Store,33,3032.85,1,465.0,4.67
2025-01-13,Khobar-Rakah,Khobar,Beauty,Online,3,277.44,0,,3.73
2025-01-13,Khobar-Rakah,Khobar,Groceries,In-Store,34,1551.36,0,465.0,3.65
2025-01-13,Khobar-Rakah,Khobar,Groceries,Online,5,234.41,0,,3.4
2025-01-14,Khobar-Rakah,Khobar,Electronics,In-Store,36,32507.88,1,492.0,4.57
2025-01-14,Khobar-Rakah,Khobar,Electronics,Online,5,3918.9,0,,3.68
2025-01-14,Khobar-Rakah,Khobar,Apparel,In-Store,27,3744.24,0,492.0,4.65
2025-01-14,Khobar-Rakah,Khobar,Apparel,Online,3,380.67,0,,3.56
2025-01-14,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,29,6458.94,1,492.0,3.82
2025-01-14,Khobar-Rakah,Khobar,Home & Kitchen,Online,3,585.83,0,,4.16
2025-01-14,Khobar-Rakah,Khobar,Beauty,In-Store,35,3012.02,0,492.0,4.22
2025-01-14,Khobar-Rakah,Khobar,Beauty,Online,4,400.61,0,,3.24
2025-01-14,Khobar-Rakah,Khobar,Groceries,In-Store,31,1500.51,0,492.0,4.36
2025-01-14,Khobar-Rakah,Khobar,Groceries,Online,6,252.58,0,,4.24
2025-01-15,Khobar-Rakah,Khobar,Electronics,In-Store,27,20716.12,0,472.0,4.19
2025-01-15,Khobar-Rakah,Khobar,Electronics,Online,6,4658.98,0,,3.1
2025-01-15,Khobar-Rakah,Khobar,Apparel,In-Store,25,3657.01,0,472.0,3.56
2025-01-15,Khobar-Rakah,Khobar,Apparel,Online,4,576.44,0,,4.32
2025-01-15,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,30,6286.3,0,472.0,4.48
2025-01-15,Khobar-Rakah,Khobar,Home & Kitchen,Online,5,1106.25,0,,3.79
2025-01-15,Khobar-Rakah,Khobar,Beauty,In-Store,21,2168.62,1,472.0,4.69
2025-01-15,Khobar-Rakah,Khobar,Beauty,Online,5,484.27,0,,3.54
2025-01-15,Khobar-Rakah,Khobar,Groceries,In-Store,24,984.78,0,472.0,4.74
2025-01-15,Khobar-Rakah,Khobar,Groceries,Online,3,139.46,0,,3.89
2025-01-16,Khobar-Rakah,Khobar,Electronics,In-Store,28,24783.81,1,471.0,4.34
2025-01-16,Khobar-Rakah,Khobar,Electronics,Online,4,3432.63,0,,3.48
2025-01-16,Khobar-Rakah,Khobar,Apparel,In-Store,16,2252.3,0,471.0,3.99
2025-01-16,Khobar-Rakah,Khobar,Apparel,Online,6,819.95,0,,3.72
2025-01-16,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,20,4040.12,0,471.0,3.48
2025-01-16,Khobar-Rakah,Khobar,Home & Kitchen,Online,3,618.01,0,,3.81
2025-01-16,Khobar-Rakah,Khobar,Beauty,In-Store,24,2125.64,1,471.0,4.44
2025-01-16,Khobar-Rakah,Khobar,Beauty,Online,2,181.05,0,,3.19
2025-01-16,Khobar-Rakah,Khobar,Groceries,In-Store,22,1004.29,0,471.0,3.36
2025-01-16,Khobar-Rakah,Khobar,Groceries,Online,4,196.44,0,,4.2
2025-01-17,Khobar-Rakah,Khobar,Electronics,In-Store,30,26628.35,1,688.0,3.94
2025-01-17,Khobar-Rakah,Khobar,Electronics,Online,7,6038.05,0,,3.55
2025-01-17,Khobar-Rakah,Khobar,Apparel,In-Store,46,6991.1,1,688.0,3.91
2025-01-17,Khobar-Rakah,Khobar,Apparel,Online,9,1148.95,0,,3.45
2025-01-17,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,43,8329.06,2,688.0,3.65
2025-01-17,Khobar-Rakah,Khobar,Home & Kitchen,Online,6,1229.15,0,,4.45
2025-01-17,Khobar-Rakah,Khobar,Beauty,In-Store,50,4620.23,1,688.0,4.18
2025-01-17,Khobar-Rakah,Khobar,Beauty,Online,8,804.49,0,,4.17
2025-01-17,Khobar-Rakah,Khobar,Groceries,In-Store,37,1709.68,1,688.0,3.8
2025-01-17,Khobar-Rakah,Khobar,Groceries,Online,9,405.46,0,,3.67
2025-01-18,Khobar-Rakah,Khobar,Electronics,In-Store,39,35521.82,0,638.0,3.79
2025-01-18,Khobar-Rakah,Khobar,Electronics,Online,7,5885.9,0,,3.25
2025-01-18,Khobar-Rakah,Khobar,Apparel,In-Store,21,2868.87,1,638.0,4.42
2025-01-18,Khobar-Rakah,Khobar,Apparel,Online,8,1126.44,0,,4.13
2025-01-18,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,47,9877.77,1,638.0,3.23
2025-01-18,Khobar-Rakah,Khobar,Home & Kitchen,Online,6,1188.01,0,,3.05
2025-01-18,Khobar-Rakah,Khobar,Beauty,In-Store,38,3529.53,1,638.0,4.05
2025-01-18,Khobar-Rakah,Khobar,Beauty,Online,4,385.72,0,,3.63
2025-01-18,Khobar-Rakah,Khobar,Groceries,In-Store,22,1016.41,1,638.0,3.83
2025-01-18,Khobar-Rakah,Khobar,Groceries,Online,5,202.72,0,,4.31
2025-01-19,Khobar-Rakah,Khobar,Electronics,In-Store,25,23269.87,1,449.0,4.12
2025-01-19,Khobar-Rakah,Khobar,Electronics,Online,5,3993.42,0,,4.04
2025-01-19,Khobar-Rakah,Khobar,Apparel,In-Store,21,2860.62,0,449.0,3.84
2025-01-19,Khobar-Rakah,Khobar,Apparel,Online,3,396.92,0,,4.05
2025-01-19,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,19,3748.92,0,449.0,4.36
2025-01-19,Khobar-Rakah,Khobar,Home & Kitchen,Online,4,916.15,0,,3.58
2025-01-19,Khobar-Rakah,Khobar,Beauty,In-Store,17,1551.66,0,449.0,4.22
2025-01-19,Khobar-Rakah,Khobar,Beauty,Online,3,310.06,0,,3.01
2025-01-19,Khobar-Rakah,Khobar,Groceries,In-Store,19,894.22,0,449.0,4.28
2025-01-19,Khobar-Rakah,Khobar,Groceries,Online,2,95.82,0,,3.5
2025-01-20,Khobar-Rakah,Khobar,Electronics,In-Store,23,20799.46,0,483.0,4.44
2025-01-20,Khobar-Rakah,Khobar,Electronics,Online,3,2689.59,0,,4.48
2025-01-20,Khobar-Rakah,Khobar,Apparel,In-Store,21,3153.82,1,483.0,3.65
2025-01-20,Khobar-Rakah,Khobar,Apparel,Online,4,584.15,0,,3.46
2025-01-20,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,28,6149.07,0,483.0,3.05
2025-01-20,Khobar-Rakah,Khobar,Home & Kitchen,Online,3,625.03,0,,4.17
2025-01-20,Khobar-Rakah,Khobar,Beauty,In-Store,34,3078.0,1,483.0,4.06
2025-01-20,Khobar-Rakah,Khobar,Beauty,Online,6,619.26,0,,3.38
2025-01-20,Khobar-Rakah,Khobar,Groceries,In-Store,35,1699.37,1,483.0,3.55
2025-01-20,Khobar-Rakah,Khobar,Groceries,Online,3,121.61,0,,4.1
2025-01-21,Khobar-Rakah,Khobar,Electronics,In-Store,32,29196.54,1,457.0,4.22
2025-01-21,Khobar-Rakah,Khobar,Electronics,Online,4,3649.42,0,,3.22
2025-01-21,Khobar-Rakah,Khobar,Apparel,In-Store,21,3221.15,0,457.0,4.06
2025-01-21,Khobar-Rakah,Khobar,Apparel,Online,3,416.13,0,,2.92
2025-01-21,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,32,6934.93,1,457.0,4.42
2025-01-21,Khobar-Rakah,Khobar,Home & Kitchen,Online,3,624.99,0,,3.48
2025-01-21,Khobar-Rakah,Khobar,Beauty,In-Store,20,1981.36,0,457.0,3.53
2025-01-21,Khobar-Rakah,Khobar,Beauty,Online,3,279.81,0,,3.93
2025-01-21,Khobar-Rakah,Khobar,Groceries,In-Store,16,775.01,0,457.0,4.38
2025-01-21,Khobar-Rakah,Khobar,Groceries,Online,5,224.91,0,,3.93
2025-01-22,Khobar-Rakah,Khobar,Electronics,In-Store,25,20315.51,0,468.0,4.19
2025-01-22,Khobar-Rakah,Khobar,Electronics,Online,5,4608.65,0,,4.12
2025-01-22,Khobar-Rakah,Khobar,Apparel,In-Store,31,4522.69,1,468.0,3.98
2025-01-22,Khobar-Rakah,Khobar,Apparel,Online,3,420.77,0,,3.82
2025-01-22,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,33,6826.62,0,468.0,4.22
2025-01-22,Khobar-Rakah,Khobar,Home & Kitchen,Online,5,1048.96,0,,4.08
2025-01-22,Khobar-Rakah,Khobar,Beauty,In-Store,28,2680.16,1,468.0,4.46
2025-01-22,Khobar-Rakah,Khobar,Beauty,Online,5,456.28,0,,3.94
2025-01-22,Khobar-Rakah,Khobar,Groceries,In-Store,30,1340.9,1,468.0,3.87
2025-01-22,Khobar-Rakah,Khobar,Groceries,Online,6,248.88,0,,4.01
2025-01-23,Khobar-Rakah,Khobar,Electronics,In-Store,29,24910.87,1,470.0,4.22
2025-01-23,Khobar-Rakah,Khobar,Electronics,Online,4,3297.85,0,,3.9
2025-01-23,Khobar-Rakah,Khobar,Apparel,In-Store,21,2727.99,1,470.0,3.87
2025-01-23,Khobar-Rakah,Khobar,Apparel,Online,4,569.03,0,,3.25
2025-01-23,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,23,4669.17,0,470.0,3.87
2025-01-23,Khobar-Rakah,Khobar,Home & Kitchen,Online,6,1153.01,0,,3.08
2025-01-23,Khobar-Rakah,Khobar,Beauty,In-Store,16,1525.31,0,470.0,5.0
2025-01-23,Khobar-Rakah,Khobar,Beauty,Online,6,614.2,0,,4.31
2025-01-23,Khobar-Rakah,Khobar,Groceries,In-Store,18,762.7,0,470.0,4.26
2025-01-23,Khobar-Rakah,Khobar,Groceries,Online,3,141.12,0,,4.22
2025-01-24,Khobar-Rakah,Khobar,Electronics,In-Store,41,32924.23,1,660.0,4.51
2025-01-24,Khobar-Rakah,Khobar,Electronics,Online,8,6317.34,0,,4.21
2025-01-24,Khobar-Rakah,Khobar,Apparel,In-Store,48,7298.17,1,660.0,4.68
2025-01-24,Khobar-Rakah,Khobar,Apparel,Online,5,710.05,0,,4.44
2025-01-24,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,33,6487.82,0,660.0,3.88
2025-01-24,Khobar-Rakah,Khobar,Home & Kitchen,Online,4,760.02,0,,3.1
2025-01-24,Khobar-Rakah,Khobar,Beauty,In-Store,27,2726.79,1,660.0,4.38
2025-01-24,Khobar-Rakah,Khobar,Beauty,Online,7,653.76,0,,3.23
2025-01-24,Khobar-Rakah,Khobar,Groceries,In-Store,35,1566.07,1,660.0,4.11
2025-01-24,Khobar-Rakah,Khobar,Groceries,Online,7,296.93,0,,4.26
2025-01-25,Khobar-Rakah,Khobar,Electronics,In-Store,36,31950.62,0,622.0,4.08
2025-01-25,Khobar-Rakah,Khobar,Electronics,Online,5,4670.72,0,,4.13
2025-01-25,Khobar-Rakah,Khobar,Apparel,In-Store,25,3636.56,1,622.0,4.55
2025-01-25,Khobar-Rakah,Khobar,Apparel,Online,7,1056.9,0,,3.48
2025-01-25,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,39,7883.03,2,622.0,3.49
2025-01-25,Khobar-Rakah,Khobar,Home & Kitchen,Online,4,864.09,0,,3.86
2025-01-25,Khobar-Rakah,Khobar,Beauty,In-Store,32,3284.09,1,622.0,3.3
2025-01-25,Khobar-Rakah,Khobar,Beauty,Online,5,471.04,0,,3.8
2025-01-25,Khobar-Rakah,Khobar,Groceries,In-Store,31,1468.53,1,622.0,4.47
2025-01-25,Khobar-Rakah,Khobar,Groceries,Online,6,285.5,0,,3.35
2025-01-26,Khobar-Rakah,Khobar,Electronics,In-Store,31,24122.52,1,449.0,3.99
2025-01-26,Khobar-Rakah,Khobar,Electronics,Online,4,3564.9,0,,3.4
2025-01-26,Khobar-Rakah,Khobar,Apparel,In-Store,25,3532.61,1,449.0,3.89
2025-01-26,Khobar-Rakah,Khobar,Apparel,Online,6,777.95,0,,3.26
2025-01-26,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,20,4360.92,1,449.0,3.72
2025-01-26,Khobar-Rakah,Khobar,Home & Kitchen,Online,3,596.63,0,,4.24
2025-01-26,Khobar-Rakah,Khobar,Beauty,In-Store,28,2816.7,1,449.0,3.39
2025-01-26,Khobar-Rakah,Khobar,Beauty,Online,4,353.83,0,,3.13
2025-01-26,Khobar-Rakah,Khobar,Groceries,In-Store,31,1504.62,1,449.0,4.0
2025-01-26,Khobar-Rakah,Khobar,Groceries,Online,4,196.21,0,,3.68
2025-01-27,Khobar-Rakah,Khobar,Electronics,In-Store,31,24040.23,0,490.0,4.01
2025-01-27,Khobar-Rakah,Khobar,Electronics,Online,6,5315.12,0,,3.39
2025-01-27,Khobar-Rakah,Khobar,Apparel,In-Store,24,3402.98,0,490.0,4.2
2025-01-27,Khobar-Rakah,Khobar,Apparel,Online,4,568.58,0,,3.66
2025-01-27,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,22,4353.52,0,490.0,4.02
2025-01-27,Khobar-Rakah,Khobar,Home & Kitchen,Online,3,667.7,0,,3.11
2025-01-27,Khobar-Rakah,Khobar,Beauty,In-Store,18,1720.91,0,490.0,4.49
2025-01-27,Khobar-Rakah,Khobar,Beauty,Online,3,284.05,0,,3.9
2025-01-27,Khobar-Rakah,Khobar,Groceries,In-Store,28,1362.34,1,490.0,3.49
2025-01-27,Khobar-Rakah,Khobar,Groceries,Online,6,259.96,0,,3.22
2025-01-28,Khobar-Rakah,Khobar,Electronics,In-Store,17,15696.71,0,508.0,4.14
2025-01-28,Khobar-Rakah,Khobar,Electronics,Online,5,4079.27,0,,3.63
2025-01-28,Khobar-Rakah,Khobar,Apparel,In-Store,21,2723.24,0,508.0,4.48
2025-01-28,Khobar-Rakah,Khobar,Apparel,Online,6,840.9,0,,3.77
2025-01-28,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,18,3848.34,0,508.0,3.34
2025-01-28,Khobar-Rakah,Khobar,Home & Kitchen,Online,6,1240.48,0,,3.96
2025-01-28,Khobar-Rakah,Khobar,Beauty,In-Store,26,2350.26,0,508.0,3.59
2025-01-28,Khobar-Rakah,Khobar,Beauty,Online,3,266.81,0,,3.59
2025-01-28,Khobar-Rakah,Khobar,Groceries,In-Store,31,1383.05,1,508.0,4.11
2025-01-28,Khobar-Rakah,Khobar,Groceries,Online,7,292.78,0,,3.94
2025-01-29,Khobar-Rakah,Khobar,Electronics,In-Store,26,19922.0,0,535.0,4.24
2025-01-29,Khobar-Rakah,Khobar,Electronics,Online,3,2664.47,0,,2.97
2025-01-29,Khobar-Rakah,Khobar,Apparel,In-Store,30,4154.98,0,535.0,3.4
2025-01-29,Khobar-Rakah,Khobar,Apparel,Online,5,732.13,0,,4.15
2025-01-29,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,25,5409.21,0,535.0,3.84
2025-01-29,Khobar-Rakah,Khobar,Home & Kitchen,Online,7,1615.05,0,,3.61
2025-01-29,Khobar-Rakah,Khobar,Beauty,In-Store,38,3310.88,1,535.0,4.32
2025-01-29,Khobar-Rakah,Khobar,Beauty,Online,5,469.26,0,,4.61
2025-01-29,Khobar-Rakah,Khobar,Groceries,In-Store,28,1212.28,0,535.0,4.64
2025-01-29,Khobar-Rakah,Khobar,Groceries,Online,6,271.95,0,,3.39
2025-01-30,Khobar-Rakah,Khobar,Electronics,In-Store,29,22992.01,1,503.0,4.61
2025-01-30,Khobar-Rakah,Khobar,Electronics,Online,5,4195.66,0,,4.61
2025-01-30,Khobar-Rakah,Khobar,Apparel,In-Store,25,3171.57,0,503.0,3.11
2025-01-30,Khobar-Rakah,Khobar,Apparel,Online,5,679.47,0,,3.93
2025-01-30,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,34,6845.68,1,503.0,3.32
2025-01-30,Khobar-Rakah,Khobar,Home & Kitchen,Online,5,1026.79,0,,3.64
2025-01-30,Khobar-Rakah,Khobar,Beauty,In-Store,26,2671.87,0,503.0,3.5
2025-01-30,Khobar-Rakah,Khobar,Beauty,Online,4,395.83,0,,3.76
2025-01-30,Khobar-Rakah,Khobar,Groceries,In-Store,29,1423.66,1,503.0,4.17
2025-01-30,Khobar-Rakah,Khobar,Groceries,Online,3,126.08,0,,3.3
2025-01-31,Khobar-Rakah,Khobar,Electronics,In-Store,34,29174.35,0,641.0,4.25
2025-01-31,Khobar-Rakah,Khobar,Electronics,Online,7,5473.55,0,,3.81
2025-01-31,Khobar-Rakah,Khobar,Apparel,In-Store,25,3734.56,1,641.0,4.1
2025-01-31,Khobar-Rakah,Khobar,Apparel,Online,8,1224.83,0,,3.06
2025-01-31,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,33,7426.44,1,641.0,2.93
2025-01-31,Khobar-Rakah,Khobar,Home & Kitchen,Online,4,891.91,0,,2.98
2025-01-31,Khobar-Rakah,Khobar,Beauty,In-Store,43,4163.96,0,641.0,4.91
2025-01-31,Khobar-Rakah,Khobar,Beauty,Online,6,532.14,0,,3.45
2025-01-31,Khobar-Rakah,Khobar,Groceries,In-Store,25,1053.57,0,641.0,4.09
2025-01-31,Khobar-Rakah,Khobar,Groceries,Online,6,279.99,0,,3.54
2025-02-01,Khobar-Rakah,Khobar,Electronics,In-Store,43,36353.81,2,664.0,3.61
2025-02-01,Khobar-Rakah,Khobar,Electronics,Online,8,6176.01,0,,3.45
2025-02-01,Khobar-Rakah,Khobar,Apparel,In-Store,35,5196.01,1,664.0,4.61
2025-02-01,Khobar-Rakah,Khobar,Apparel,Online,6,849.2,0,,3.54
2025-02-01,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,34,7243.97,1,664.0,4.15
2025-02-01,Khobar-Rakah,Khobar,Home & Kitchen,Online,8,1844.73,0,,4.08
2025-02-01,Khobar-Rakah,Khobar,Beauty,In-Store,39,3851.18,2,664.0,3.31
2025-02-01,Khobar-Rakah,Khobar,Beauty,Online,6,521.69,0,,3.4
2025-02-01,Khobar-Rakah,Khobar,Groceries,In-Store,43,1906.9,1,664.0,3.86
2025-02-01,Khobar-Rakah,Khobar,Groceries,Online,9,443.16,0,,3.72
2025-02-02,Khobar-Rakah,Khobar,Electronics,In-Store,19,14989.6,0,493.0,4.05
2025-02-02,Khobar-Rakah,Khobar,Electronics,Online,3,2398.62,0,,4.34
2025-02-02,Khobar-Rakah,Khobar,Apparel,In-Store,28,3992.61,0,493.0,4.52
2025-02-02,Khobar-Rakah,Khobar,Apparel,Online,6,768.85,0,,3.14
2025-02-02,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,29,6619.2,0,493.0,4.02
2025-02-02,Khobar-Rakah,Khobar,Home & Kitchen,Online,6,1200.89,0,,3.48
2025-02-02,Khobar-Rakah,Khobar,Beauty,In-Store,36,3549.07,1,493.0,3.98
2025-02-02,Khobar-Rakah,Khobar,Beauty,Online,3,306.76,0,,2.94
2025-02-02,Khobar-Rakah,Khobar,Groceries,In-Store,24,1015.95,1,493.0,3.49
2025-02-02,Khobar-Rakah,Khobar,Groceries,Online,4,174.13,0,,3.72
2025-02-03,Khobar-Rakah,Khobar,Electronics,In-Store,28,23543.09,1,524.0,3.65
2025-02-03,Khobar-Rakah,Khobar,Electronics,Online,6,4612.05,0,,3.47
2025-02-03,Khobar-Rakah,Khobar,Apparel,In-Store,34,5073.97,1,524.0,3.91
2025-02-03,Khobar-Rakah,Khobar,Apparel,Online,5,735.62,0,,3.99
2025-02-03,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,33,7122.73,1,524.0,4.23
2025-02-03,Khobar-Rakah,Khobar,Home & Kitchen,Online,4,772.82,0,,4.24
2025-02-03,Khobar-Rakah,Khobar,Beauty,In-Store,35,3362.89,1,524.0,4.56
2025-02-03,Khobar-Rakah,Khobar,Beauty,Online,4,365.36,0,,3.5
2025-02-03,Khobar-Rakah,Khobar,Groceries,In-Store,18,805.03,0,524.0,4.59
2025-02-03,Khobar-Rakah,Khobar,Groceries,Online,4,163.69,0,,2.97
2025-02-04,Khobar-Rakah,Khobar,Electronics,In-Store,27,21011.48,1,440.0,4.05
2025-02-04,Khobar-Rakah,Khobar,Electronics,Online,5,4281.52,0,,3.64
2025-02-04,Khobar-Rakah,Khobar,Apparel,In-Store,23,3241.78,0,440.0,4.0
2025-02-04,Khobar-Rakah,Khobar,Apparel,Online,5,648.93,0,,3.9
2025-02-04,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,26,5895.7,1,440.0,3.38
2025-02-04,Khobar-Rakah,Khobar,Home & Kitchen,Online,4,812.68,0,,3.46
2025-02-04,Khobar-Rakah,Khobar,Beauty,In-Store,32,2812.28,1,440.0,3.88
2025-02-04,Khobar-Rakah,Khobar,Beauty,Online,4,387.58,0,,3.38
2025-02-04,Khobar-Rakah,Khobar,Groceries,In-Store,28,1318.7,1,440.0,4.27
2025-02-04,Khobar-Rakah,Khobar,Groceries,Online,3,128.65,0,,3.26
2025-02-05,Khobar-Rakah,Khobar,Electronics,In-Store,32,27670.0,1,503.0,3.48
2025-02-05,Khobar-Rakah,Khobar,Electronics,Online,6,5258.44,0,,4.4
2025-02-05,Khobar-Rakah,Khobar,Apparel,In-Store,19,2625.39,0,503.0,4.1
2025-02-05,Khobar-Rakah,Khobar,Apparel,Online,5,740.19,0,,3.5
2025-02-05,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,34,7252.32,1,503.0,3.88
2025-02-05,Khobar-Rakah,Khobar,Home & Kitchen,Online,3,648.33,0,,3.4
2025-02-05,Khobar-Rakah,Khobar,Beauty,In-Store,37,3289.43,1,503.0,4.32
2025-02-05,Khobar-Rakah,Khobar,Beauty,Online,3,284.88,0,,3.6
2025-02-05,Khobar-Rakah,Khobar,Groceries,In-Store,33,1491.19,1,503.0,3.97
2025-02-05,Khobar-Rakah,Khobar,Groceries,Online,4,174.26,0,,4.42
2025-02-06,Khobar-Rakah,Khobar,Electronics,In-Store,19,15144.3,0,532.0,4.02
2025-02-06,Khobar-Rakah,Khobar,Electronics,Online,4,3352.12,0,,4.33
2025-02-06,Khobar-Rakah,Khobar,Apparel,In-Store,31,4717.83,1,532.0,4.13
2025-02-06,Khobar-Rakah,Khobar,Apparel,Online,6,877.47,0,,3.96
2025-02-06,Khobar-Rakah,Khobar,Home & Kitchen,In-Store,22,4454.8,0,532.0,4.3
